Source,Target,Relation,,
sharmaanuj1990,@DilipGhoshBJP,follower,,
Disha630,sharmaanuj1990,follower_of_follower,,
Devendr41496176,sharmaanuj1990,follower_of_follower,,
1964prem,sharmaanuj1990,follower_of_follower,,
Avinash45610393,sharmaanuj1990,follower_of_follower,,
YashBagga15,sharmaanuj1990,follower_of_follower,,
Subhrojr5,sharmaanuj1990,follower_of_follower,,
RaviSha18674186,sharmaanuj1990,follower_of_follower,,
rohit_bhagat111,sharmaanuj1990,follower_of_follower,,
Karuppi87478033,sharmaanuj1990,follower_of_follower,,
ExoNits,sharmaanuj1990,follower_of_follower,,
AkashSa25320040,sharmaanuj1990,follower_of_follower,,
PRauth,sharmaanuj1990,follower_of_follower,,
sharmaanuj1990,Disha630,friend_of_follower,,
sharmaanuj1990,Devendr41496176,friend_of_follower,,
sharmaanuj1990,1964prem,friend_of_follower,,
sharmaanuj1990,Avinash45610393,friend_of_follower,,
sharmaanuj1990,YashBagga15,friend_of_follower,,
sharmaanuj1990,Subhrojr5,friend_of_follower,,
sharmaanuj1990,RaviSha18674186,friend_of_follower,,
sharmaanuj1990,rohit_bhagat111,friend_of_follower,,
sharmaanuj1990,Karuppi87478033,friend_of_follower,,
sharmaanuj1990,ExoNits,friend_of_follower,,
sharmaanuj1990,AkashSa25320040,friend_of_follower,,
sharmaanuj1990,PRauth,friend_of_follower,,
MCMOON68474489,@DilipGhoshBJP,follower,,
PandaKuhu,MCMOON68474489,follower_of_follower,,
MCMOON68474489,PandaKuhu,friend_of_follower,,
Muhammadbinabb3,@DilipGhoshBJP,follower,,
Muhammadbinabb3,PandaKuhu,friend_of_follower,,
PritamH06211560,@DilipGhoshBJP,follower,,
PritamH06211560,PandaKuhu,friend_of_follower,,
EConsulteam,@SuvenduWB,follower,,
hein_Sachii,EConsulteam,follower_of_follower,,
ArtiBJP,EConsulteam,follower_of_follower,,
Corinathelovely,EConsulteam,follower_of_follower,,
ali_hindustan,EConsulteam,follower_of_follower,,
DjZunair,EConsulteam,follower_of_follower,,
Alee_zeeshan007,EConsulteam,follower_of_follower,,
upliftpodcast,EConsulteam,follower_of_follower,,
nrajkumar4488,EConsulteam,follower_of_follower,,
Z_Bangash1,EConsulteam,follower_of_follower,,
SyedAnjumDilsh1,EConsulteam,follower_of_follower,,
Wayne_Yong_,EConsulteam,follower_of_follower,,
IShahzad2011,EConsulteam,follower_of_follower,,
m_rasool123,EConsulteam,follower_of_follower,,
Mazhar_didar,EConsulteam,follower_of_follower,,
Usman_g7,EConsulteam,follower_of_follower,,
MAshraf82420555,EConsulteam,follower_of_follower,,
RazaSyed5121472,EConsulteam,follower_of_follower,,
AmjidKh41967774,EConsulteam,follower_of_follower,,
Frankli09803872,EConsulteam,follower_of_follower,,
LJWoods0882,EConsulteam,follower_of_follower,,
EConsulteam,hein_Sachii,friend_of_follower,,
EConsulteam,ArtiBJP,friend_of_follower,,
EConsulteam,Corinathelovely,friend_of_follower,,
EConsulteam,ali_hindustan,friend_of_follower,,
EConsulteam,DjZunair,friend_of_follower,,
EConsulteam,Alee_zeeshan007,friend_of_follower,,
EConsulteam,upliftpodcast,friend_of_follower,,
EConsulteam,nrajkumar4488,friend_of_follower,,
EConsulteam,Z_Bangash1,friend_of_follower,,
EConsulteam,SyedAnjumDilsh1,friend_of_follower,,
EConsulteam,Wayne_Yong_,friend_of_follower,,
EConsulteam,IShahzad2011,friend_of_follower,,
EConsulteam,m_rasool123,friend_of_follower,,
EConsulteam,Mazhar_didar,friend_of_follower,,
EConsulteam,Usman_g7,friend_of_follower,,
EConsulteam,MAshraf82420555,friend_of_follower,,
EConsulteam,RazaSyed5121472,friend_of_follower,,
EConsulteam,AmjidKh41967774,friend_of_follower,,
EConsulteam,Frankli09803872,friend_of_follower,,
EConsulteam,LJWoods0882,friend_of_follower,,
azlanshah889,@SuvenduWB,follower,,
Lailafatimeh,azlanshah889,follower_of_follower,,
Kanganalism,azlanshah889,follower_of_follower,,
Habib72267387,azlanshah889,follower_of_follower,,
Haider_prast,azlanshah889,follower_of_follower,,
DiLbarChandio1,azlanshah889,follower_of_follower,,
OppoZitionVoice,azlanshah889,follower_of_follower,,
TahirKhanKhich3,azlanshah889,follower_of_follower,,
AsifAli_Haider,azlanshah889,follower_of_follower,,
sirajrindb07,azlanshah889,follower_of_follower,,
Arshad35747477,azlanshah889,follower_of_follower,,
12Mubashir,azlanshah889,follower_of_follower,,
TanweerAhmedTa4,azlanshah889,follower_of_follower,,
Ghaziya_51472,azlanshah889,follower_of_follower,,
attiq76,azlanshah889,follower_of_follower,,
NiluJha17960745,azlanshah889,follower_of_follower,,
adeeljutt001,azlanshah889,follower_of_follower,,
AS59214,azlanshah889,follower_of_follower,,
Mehtab_Husseyn,azlanshah889,follower_of_follower,,
Mimrankhanlawa,azlanshah889,follower_of_follower,,
sajjadale,azlanshah889,follower_of_follower,,
azlanshah889,Lailafatimeh,friend_of_follower,,
azlanshah889,Kanganalism,friend_of_follower,,
azlanshah889,Habib72267387,friend_of_follower,,
azlanshah889,Haider_prast,friend_of_follower,,
azlanshah889,DiLbarChandio1,friend_of_follower,,
azlanshah889,OppoZitionVoice,friend_of_follower,,
azlanshah889,TahirKhanKhich3,friend_of_follower,,
azlanshah889,AsifAli_Haider,friend_of_follower,,
azlanshah889,sirajrindb07,friend_of_follower,,
azlanshah889,Arshad35747477,friend_of_follower,,
azlanshah889,12Mubashir,friend_of_follower,,
azlanshah889,TanweerAhmedTa4,friend_of_follower,,
azlanshah889,Ghaziya_51472,friend_of_follower,,
azlanshah889,attiq76,friend_of_follower,,
azlanshah889,NiluJha17960745,friend_of_follower,,
azlanshah889,adeeljutt001,friend_of_follower,,
azlanshah889,AS59214,friend_of_follower,,
azlanshah889,Mehtab_Husseyn,friend_of_follower,,
azlanshah889,Mimrankhanlawa,friend_of_follower,,
azlanshah889,sajjadale,friend_of_follower,,
KumarSa00918903,@SuvenduWB,follower,,
KumarSa00918903,Lailafatimeh,friend_of_follower,,
KumarSa00918903,Kanganalism,friend_of_follower,,
KumarSa00918903,Habib72267387,friend_of_follower,,
KumarSa00918903,Haider_prast,friend_of_follower,,
KumarSa00918903,DiLbarChandio1,friend_of_follower,,
KumarSa00918903,OppoZitionVoice,friend_of_follower,,
KumarSa00918903,TahirKhanKhich3,friend_of_follower,,
KumarSa00918903,AsifAli_Haider,friend_of_follower,,
KumarSa00918903,sirajrindb07,friend_of_follower,,
KumarSa00918903,Arshad35747477,friend_of_follower,,
KumarSa00918903,12Mubashir,friend_of_follower,,
KumarSa00918903,TanweerAhmedTa4,friend_of_follower,,
KumarSa00918903,Ghaziya_51472,friend_of_follower,,
KumarSa00918903,attiq76,friend_of_follower,,
KumarSa00918903,NiluJha17960745,friend_of_follower,,
KumarSa00918903,adeeljutt001,friend_of_follower,,
KumarSa00918903,AS59214,friend_of_follower,,
KumarSa00918903,Mehtab_Husseyn,friend_of_follower,,
KumarSa00918903,Mimrankhanlawa,friend_of_follower,,
KumarSa00918903,sajjadale,friend_of_follower,,
ShibabrataGhos3,@SuvenduWB,follower,,
KiranDebnath18,ShibabrataGhos3,follower_of_follower,,
Romeo66757736,ShibabrataGhos3,follower_of_follower,,
Surajit55911179,ShibabrataGhos3,follower_of_follower,,
ChattarajSayan,ShibabrataGhos3,follower_of_follower,,
TheGarudX,ShibabrataGhos3,follower_of_follower,,
ManasRakshit2,ShibabrataGhos3,follower_of_follower,,
ShibabrataGhos3,KiranDebnath18,friend_of_follower,,
ShibabrataGhos3,Romeo66757736,friend_of_follower,,
ShibabrataGhos3,Surajit55911179,friend_of_follower,,
ShibabrataGhos3,ChattarajSayan,friend_of_follower,,
ShibabrataGhos3,TheGarudX,friend_of_follower,,
ShibabrataGhos3,ManasRakshit2,friend_of_follower,,
ch_jyotish,@SuvenduWB,follower,,
AjoyPau01514559,ch_jyotish,follower_of_follower,,
ch_jyotish,AjoyPau01514559,friend_of_follower,,
SunilSh85487317,@SuvenduWB,follower,,
SunilSh85487317,AjoyPau01514559,friend_of_follower,,
BhatiaMable,@SuvenduWB,follower,,
enssecurity,BhatiaMable,follower_of_follower,,
Abbaschatriwala,BhatiaMable,follower_of_follower,,
_letstrade,BhatiaMable,follower_of_follower,,
WeWorkFoundati1,BhatiaMable,follower_of_follower,,
paryavaranpost2,BhatiaMable,follower_of_follower,,
Wrestletoonz,BhatiaMable,follower_of_follower,,
Skm68161011,BhatiaMable,follower_of_follower,,
PoornaNayak1,BhatiaMable,follower_of_follower,,
BHAGWANKAMBLE20,BhatiaMable,follower_of_follower,,
diaz3et,BhatiaMable,follower_of_follower,,
ishhrcofficial,BhatiaMable,follower_of_follower,,
lawren18242027,BhatiaMable,follower_of_follower,,
Ganesh07922494,BhatiaMable,follower_of_follower,,
RandoPitches,BhatiaMable,follower_of_follower,,
BhatiaMable,enssecurity,friend_of_follower,,
BhatiaMable,Abbaschatriwala,friend_of_follower,,
BhatiaMable,_letstrade,friend_of_follower,,
BhatiaMable,WeWorkFoundati1,friend_of_follower,,
BhatiaMable,paryavaranpost2,friend_of_follower,,
BhatiaMable,Wrestletoonz,friend_of_follower,,
BhatiaMable,Skm68161011,friend_of_follower,,
BhatiaMable,PoornaNayak1,friend_of_follower,,
BhatiaMable,BHAGWANKAMBLE20,friend_of_follower,,
BhatiaMable,diaz3et,friend_of_follower,,
BhatiaMable,ishhrcofficial,friend_of_follower,,
BhatiaMable,lawren18242027,friend_of_follower,,
BhatiaMable,Ganesh07922494,friend_of_follower,,
BhatiaMable,RandoPitches,friend_of_follower,,
GayenMukulesh,@SuvenduWB,follower,,
JohnCena,GayenMukulesh,follower_of_follower,,
AJAYNAGARO,GayenMukulesh,follower_of_follower,,
GayenMukulesh,JohnCena,friend_of_follower,,
GayenMukulesh,AJAYNAGARO,friend_of_follower,,
Barnali2021,@SuvenduWB,follower,,
JanmenjoyGhosh6,Barnali2021,follower_of_follower,,
ajayranjana1987,Barnali2021,follower_of_follower,,
Arindam65142553,Barnali2021,follower_of_follower,,
infra_shiv,Barnali2021,follower_of_follower,,
PINAKIB69209434,Barnali2021,follower_of_follower,,
KonarDolgobinda,Barnali2021,follower_of_follower,,
suthar839001213,Barnali2021,follower_of_follower,,
BappaBi35827594,Barnali2021,follower_of_follower,,
MontuPan4,Barnali2021,follower_of_follower,,
Kapildev121,Barnali2021,follower_of_follower,,
SomnathSam4,Barnali2021,follower_of_follower,,
majumdar_sushil,Barnali2021,follower_of_follower,,
BhimSha26159551,Barnali2021,follower_of_follower,,
RanaChatterji78,Barnali2021,follower_of_follower,,
arajitsarkaraj,Barnali2021,follower_of_follower,,
TheDrKiran,Barnali2021,follower_of_follower,,
BachharPulak,Barnali2021,follower_of_follower,,
Barnali2021,JanmenjoyGhosh6,friend_of_follower,,
Barnali2021,ajayranjana1987,friend_of_follower,,
Barnali2021,Arindam65142553,friend_of_follower,,
Barnali2021,infra_shiv,friend_of_follower,,
Barnali2021,PINAKIB69209434,friend_of_follower,,
Barnali2021,KonarDolgobinda,friend_of_follower,,
Barnali2021,suthar839001213,friend_of_follower,,
Barnali2021,BappaBi35827594,friend_of_follower,,
Barnali2021,MontuPan4,friend_of_follower,,
Barnali2021,Kapildev121,friend_of_follower,,
Barnali2021,SomnathSam4,friend_of_follower,,
Barnali2021,majumdar_sushil,friend_of_follower,,
Barnali2021,BhimSha26159551,friend_of_follower,,
Barnali2021,RanaChatterji78,friend_of_follower,,
Barnali2021,arajitsarkaraj,friend_of_follower,,
Barnali2021,TheDrKiran,friend_of_follower,,
Barnali2021,BachharPulak,friend_of_follower,,
RrrrakibS,@SuvenduWB,follower,,
gonuldengecti,RrrrakibS,follower_of_follower,,
YildirimSamii,RrrrakibS,follower_of_follower,,
ahsan_jehangir,RrrrakibS,follower_of_follower,,
SSCPrayagRaj,RrrrakibS,follower_of_follower,,
Yogeshgoswami6,RrrrakibS,follower_of_follower,,
BeckyNe23329003,RrrrakibS,follower_of_follower,,
RrrrakibS,gonuldengecti,friend_of_follower,,
RrrrakibS,YildirimSamii,friend_of_follower,,
RrrrakibS,ahsan_jehangir,friend_of_follower,,
RrrrakibS,SSCPrayagRaj,friend_of_follower,,
RrrrakibS,Yogeshgoswami6,friend_of_follower,,
RrrrakibS,BeckyNe23329003,friend_of_follower,,
Biswaji97877964,@SuvenduWB,follower,,
Biswaji97877964,gonuldengecti,friend_of_follower,,
Biswaji97877964,YildirimSamii,friend_of_follower,,
Biswaji97877964,ahsan_jehangir,friend_of_follower,,
Biswaji97877964,SSCPrayagRaj,friend_of_follower,,
Biswaji97877964,Yogeshgoswami6,friend_of_follower,,
Biswaji97877964,BeckyNe23329003,friend_of_follower,,
RahulRo70187366,@SuvenduWB,follower,,
RahulRo70187366,gonuldengecti,friend_of_follower,,
RahulRo70187366,YildirimSamii,friend_of_follower,,
RahulRo70187366,ahsan_jehangir,friend_of_follower,,
RahulRo70187366,SSCPrayagRaj,friend_of_follower,,
RahulRo70187366,Yogeshgoswami6,friend_of_follower,,
RahulRo70187366,BeckyNe23329003,friend_of_follower,,
SouvikG10984332,@SuvenduWB,follower,,
TanmoyD20679455,SouvikG10984332,follower_of_follower,,
SouvikG10984332,TanmoyD20679455,friend_of_follower,,
sharmaanuj1990,@SuvenduWB,follower,,
Disha630,sharmaanuj1990,follower_of_follower,,
Devendr41496176,sharmaanuj1990,follower_of_follower,,
1964prem,sharmaanuj1990,follower_of_follower,,
Avinash45610393,sharmaanuj1990,follower_of_follower,,
YashBagga15,sharmaanuj1990,follower_of_follower,,
Subhrojr5,sharmaanuj1990,follower_of_follower,,
RaviSha18674186,sharmaanuj1990,follower_of_follower,,
rohit_bhagat111,sharmaanuj1990,follower_of_follower,,
Karuppi87478033,sharmaanuj1990,follower_of_follower,,
ExoNits,sharmaanuj1990,follower_of_follower,,
AkashSa25320040,sharmaanuj1990,follower_of_follower,,
PRauth,sharmaanuj1990,follower_of_follower,,
sharmaanuj1990,Disha630,friend_of_follower,,
sharmaanuj1990,Devendr41496176,friend_of_follower,,
sharmaanuj1990,1964prem,friend_of_follower,,
sharmaanuj1990,Avinash45610393,friend_of_follower,,
sharmaanuj1990,YashBagga15,friend_of_follower,,
sharmaanuj1990,Subhrojr5,friend_of_follower,,
sharmaanuj1990,RaviSha18674186,friend_of_follower,,
sharmaanuj1990,rohit_bhagat111,friend_of_follower,,
sharmaanuj1990,Karuppi87478033,friend_of_follower,,
sharmaanuj1990,ExoNits,friend_of_follower,,
sharmaanuj1990,AkashSa25320040,friend_of_follower,,
sharmaanuj1990,PRauth,friend_of_follower,,
Hamidindarji1,@SuvenduWB,follower,,
sayyadanwar00,Hamidindarji1,follower_of_follower,,
nooralamsi,Hamidindarji1,follower_of_follower,,
nasir56436372,Hamidindarji1,follower_of_follower,,
aliya_aasif,Hamidindarji1,follower_of_follower,,
khandu_juber,Hamidindarji1,follower_of_follower,,
SimlaCrane,Hamidindarji1,follower_of_follower,,
IrshadMamji,Hamidindarji1,follower_of_follower,,
Muhamma36328305,Hamidindarji1,follower_of_follower,,
ababeel_amrohi,Hamidindarji1,follower_of_follower,,
shoeb_dal,Hamidindarji1,follower_of_follower,,
MubinKh12065389,Hamidindarji1,follower_of_follower,,
NajmulH47771816,Hamidindarji1,follower_of_follower,,
Iqbalal21326032,Hamidindarji1,follower_of_follower,,
Hamidindarji1,sayyadanwar00,friend_of_follower,,
Hamidindarji1,nooralamsi,friend_of_follower,,
Hamidindarji1,nasir56436372,friend_of_follower,,
Hamidindarji1,aliya_aasif,friend_of_follower,,
Hamidindarji1,khandu_juber,friend_of_follower,,
Hamidindarji1,SimlaCrane,friend_of_follower,,
Hamidindarji1,IrshadMamji,friend_of_follower,,
Hamidindarji1,Muhamma36328305,friend_of_follower,,
Hamidindarji1,ababeel_amrohi,friend_of_follower,,
Hamidindarji1,shoeb_dal,friend_of_follower,,
Hamidindarji1,MubinKh12065389,friend_of_follower,,
Hamidindarji1,NajmulH47771816,friend_of_follower,,
Hamidindarji1,Iqbalal21326032,friend_of_follower,,
BinitakShukla2,@SuvenduWB,follower,,
SVyogisewak,BinitakShukla2,follower_of_follower,,
SanjuTo51927261,BinitakShukla2,follower_of_follower,,
anttak38928974,BinitakShukla2,follower_of_follower,,
punitbajrangi,BinitakShukla2,follower_of_follower,,
KumarAmbulance,BinitakShukla2,follower_of_follower,,
BinitakShukla2,SVyogisewak,friend_of_follower,,
BinitakShukla2,SanjuTo51927261,friend_of_follower,,
BinitakShukla2,anttak38928974,friend_of_follower,,
BinitakShukla2,punitbajrangi,friend_of_follower,,
BinitakShukla2,KumarAmbulance,friend_of_follower,,
Pappu30241658,@SuvenduWB,follower,,
Packmysexy,Pappu30241658,follower_of_follower,,
Pappu30241658,Packmysexy,friend_of_follower,,
office18office,@SuvenduWB,follower,,
PriyanshuNaman,office18office,follower_of_follower,,
ArtiBJP,office18office,follower_of_follower,,
HShashanth,office18office,follower_of_follower,,
thomasJins,office18office,follower_of_follower,,
shyampatiltax,office18office,follower_of_follower,,
realhindutva,office18office,follower_of_follower,,
sandeepkishore_,office18office,follower_of_follower,,
IndiaAwakened_,office18office,follower_of_follower,,
RDXThinksThat,office18office,follower_of_follower,,
Faiz_INC,office18office,follower_of_follower,,
MaazMir97597431,office18office,follower_of_follower,,
____Abhay_,office18office,follower_of_follower,,
MollyWr60822620,office18office,follower_of_follower,,
Paritalakiran,office18office,follower_of_follower,,
Ruchi804Ruchi,office18office,follower_of_follower,,
sundar58,office18office,follower_of_follower,,
AmrendraArjun,office18office,follower_of_follower,,
vipintamrakar1,office18office,follower_of_follower,,
iamSmitaOjha,office18office,follower_of_follower,,
AdvAman07,office18office,follower_of_follower,,
office18office,PriyanshuNaman,friend_of_follower,,
office18office,ArtiBJP,friend_of_follower,,
office18office,HShashanth,friend_of_follower,,
office18office,thomasJins,friend_of_follower,,
office18office,shyampatiltax,friend_of_follower,,
office18office,realhindutva,friend_of_follower,,
office18office,sandeepkishore_,friend_of_follower,,
office18office,IndiaAwakened_,friend_of_follower,,
office18office,RDXThinksThat,friend_of_follower,,
office18office,Faiz_INC,friend_of_follower,,
office18office,MaazMir97597431,friend_of_follower,,
office18office,____Abhay_,friend_of_follower,,
office18office,MollyWr60822620,friend_of_follower,,
office18office,Paritalakiran,friend_of_follower,,
office18office,Ruchi804Ruchi,friend_of_follower,,
office18office,sundar58,friend_of_follower,,
office18office,AmrendraArjun,friend_of_follower,,
office18office,vipintamrakar1,friend_of_follower,,
office18office,iamSmitaOjha,friend_of_follower,,
office18office,AdvAman07,friend_of_follower,,
BatikDusmanta,@SuvenduWB,follower,,
BatikDusmanta,PriyanshuNaman,friend_of_follower,,
BatikDusmanta,ArtiBJP,friend_of_follower,,
BatikDusmanta,HShashanth,friend_of_follower,,
BatikDusmanta,thomasJins,friend_of_follower,,
BatikDusmanta,shyampatiltax,friend_of_follower,,
BatikDusmanta,realhindutva,friend_of_follower,,
BatikDusmanta,sandeepkishore_,friend_of_follower,,
BatikDusmanta,IndiaAwakened_,friend_of_follower,,
BatikDusmanta,RDXThinksThat,friend_of_follower,,
BatikDusmanta,Faiz_INC,friend_of_follower,,
BatikDusmanta,MaazMir97597431,friend_of_follower,,
BatikDusmanta,____Abhay_,friend_of_follower,,
BatikDusmanta,MollyWr60822620,friend_of_follower,,
BatikDusmanta,Paritalakiran,friend_of_follower,,
BatikDusmanta,Ruchi804Ruchi,friend_of_follower,,
BatikDusmanta,sundar58,friend_of_follower,,
BatikDusmanta,AmrendraArjun,friend_of_follower,,
BatikDusmanta,vipintamrakar1,friend_of_follower,,
BatikDusmanta,iamSmitaOjha,friend_of_follower,,
BatikDusmanta,AdvAman07,friend_of_follower,,
Biswaji23806208,@SuvenduWB,follower,,
Biswaji23806208,PriyanshuNaman,friend_of_follower,,
Biswaji23806208,ArtiBJP,friend_of_follower,,
Biswaji23806208,HShashanth,friend_of_follower,,
Biswaji23806208,thomasJins,friend_of_follower,,
Biswaji23806208,shyampatiltax,friend_of_follower,,
Biswaji23806208,realhindutva,friend_of_follower,,
Biswaji23806208,sandeepkishore_,friend_of_follower,,
Biswaji23806208,IndiaAwakened_,friend_of_follower,,
Biswaji23806208,RDXThinksThat,friend_of_follower,,
Biswaji23806208,Faiz_INC,friend_of_follower,,
Biswaji23806208,MaazMir97597431,friend_of_follower,,
Biswaji23806208,____Abhay_,friend_of_follower,,
Biswaji23806208,MollyWr60822620,friend_of_follower,,
Biswaji23806208,Paritalakiran,friend_of_follower,,
Biswaji23806208,Ruchi804Ruchi,friend_of_follower,,
Biswaji23806208,sundar58,friend_of_follower,,
Biswaji23806208,AmrendraArjun,friend_of_follower,,
Biswaji23806208,vipintamrakar1,friend_of_follower,,
Biswaji23806208,iamSmitaOjha,friend_of_follower,,
